100.10	48860.96	488.13
100.20	49010.99	489.14
100.30	49161.38	490.15
100.40	49312.12	491.16
100.50	49463.20	492.18
100.60	49614.62	493.19
100.70	49766.41	494.21
100.80	49918.54	495.23
100.90	50071.04	496.25
101.00	50223.88	497.27
101.10	50377.08	498.29
101.20	50530.62	499.32
101.30	50684.53	500.35
101.40	50838.78	501.37
101.50	50993.40	502.40
101.60	51148.37	503.43
101.70	51303.70	504.47
101.80	51459.38	505.50
101.90	51615.41	506.53
102.00	51771.83	507.57
102.10	51928.59	508.61
102.20	52085.70	509.65
102.30	52243.19	510.69
102.40	52401.04	511.73
102.50	52559.23	512.78
102.60	52717.80	513.82
102.70	52876.73	514.87
102.80	53036.02	515.92
102.90	53195.67	516.97
103.00	53355.70	518.02
103.10	53516.08	519.07
103.20	53676.85	520.13
103.30	53837.96	521.19
103.40	53999.46	522.24
103.50	54161.31	523.30
103.60	54323.53	524.36
103.70	54486.13	525.43
103.80	54649.10	526.49
103.90	54812.44	527.56
104.00	54976.14	528.62
104.10	55140.23	529.69
104.20	55304.67	530.76
104.30	55469.51	531.83
104.40	55634.71	532.90
104.50	55800.29	533.98
104.60	55966.24	535.06
104.70	56132.56	536.13
104.80	56299.27	537.21
104.90	56466.35	538.29
105.00	56633.81	539.37
105.10	56801.65	540.46
105.20	56969.87	541.54
105.30	57138.46	542.63
105.40	57307.45	543.72
105.50	57476.80	544.81
105.60	57646.54	545.90
105.70	57816.65	546.99
105.80	57987.16	548.09
105.90	58158.05	549.18
106.00	58329.33	550.28
106.10	58500.99	551.38
106.20	58673.03	552.48
106.30	58845.46	553.58
106.40	59018.27	554.69
106.50	59191.48	555.79
106.60	59365.07	556.90
106.70	59539.07	558.01
106.80	59713.44	559.12
106.90	59888.21	560.23
107.00	60063.36	561.35
107.10	60238.91	562.46
107.20	60414.86	563.58
107.30	60591.19	564.70
107.40	60767.92	565.81
107.50	60945.04	566.94
107.60	61122.56	568.06
107.70	61300.48	569.18
107.80	61478.79	570.31
107.90	61657.49	571.44
